Country,Related JobCategory,Level1,Level2,projects,percent
Dominican Republic,15,Web Development,Website QA,1,0.0019762846
Dominican Republic,17,Web Development,Other - Web Development,2,0.0039525692
Dominican Republic,18,Software Development,Desktop Applications,6,0.0118577075
Dominican Republic,20,Software Development,Game Development,1,0.0019762846
Dominican Republic,25,Software Development,Software Project Management,2,0.0039525692
Dominican Republic,28,Software Development,Other - Software Development,5,0.0098814229
Dominican Republic,29,Networking & Information Systems,Network Administration,6,0.0118577075
Dominican Republic,31,Networking & Information Systems,DBA - Database Administration,1,0.0019762846
Dominican Republic,33,Networking & Information Systems,Other - Networking & Information Systems,3,0.0059288538
Dominican Republic,34,Writing & Translation,Technical Writing,6,0.0118577075
Dominican Republic,35,Writing & Translation,Website Content,12,0.023715415
Dominican Republic,37,Writing & Translation,Blog & Article Writing,17,0.0335968379
Dominican Republic,38,Writing & Translation,Copywriting,2,0.0039525692
Dominican Republic,39,Writing & Translation,Other - Writing & Translation,16,0.0316205534
Dominican Republic,40,Administrative Support,Data Entry,7,0.0138339921
Dominican Republic,41,Administrative Support,Personal Assistant,17,0.0335968379
Dominican Republic,42,Administrative Support,Web Research,19,0.0375494071
Dominican Republic,46,Administrative Support,Other - Administrative Support,10,0.0197628458
Dominican Republic,47,Design & Multimedia,Graphic Design,46,0.0909090909
Dominican Republic,48,Design & Multimedia,Logo Design,5,0.0098814229
Dominican Republic,49,Design & Multimedia,Illustration,1,0.0019762846
Dominican Republic,50,Design & Multimedia,Print Design,7,0.0138339921
Dominican Republic,51,Design & Multimedia,3D Modeling & CAD,18,0.0355731225
Dominican Republic,54,Design & Multimedia,Video Production,1,0.0019762846
Dominican Republic,55,Design & Multimedia,Voice Talent,1,0.0019762846
Dominican Republic,56,Design & Multimedia,Animation,11,0.0217391304
Dominican Republic,57,Design & Multimedia,Other - Design & Multimedia,3,0.0059288538
Dominican Republic,58,Writing & Translation,Translation,117,0.2312252964
Dominican Republic,59,Networking & Information Systems,ERP / CRM Implementation,1,0.0019762846
Dominican Republic,62,Writing & Translation,Creative Writing,2,0.0039525692
Dominican Republic,63,Administrative Support,Transcription,7,0.0138339921
Dominican Republic,64,Customer Service,Customer Service & Support,23,0.0454545455
Dominican Republic,65,Customer Service,Technical Support,8,0.0158102767
Dominican Republic,66,Customer Service,Phone Support,3,0.0059288538
Dominican Republic,67,Customer Service,Other - Customer Service,3,0.0059288538
Dominican Republic,68,Sales & Marketing,Advertising,3,0.0059288538
Dominican Republic,69,Sales & Marketing,Email Marketing,1,0.0019762846
Dominican Republic,71,Sales & Marketing,SMM - Social Media Marketing,2,0.0039525692
Dominican Republic,73,Sales & Marketing,Telemarketing & Telesales,5,0.0098814229
Dominican Republic,74,Sales & Marketing,Market Research & Surveys,4,0.0079051383
Dominican Republic,75,Sales & Marketing,Sales & Lead Generation,4,0.0079051383
Dominican Republic,76,Sales & Marketing,Other - Sales & Marketing,13,0.0256916996
Dominican Republic,81,Business Services,Legal,1,0.0019762846
Dominican Republic,82,Business Services,Project Management,6,0.0118577075
Dominican Republic,84,Business Services,Recruiting,1,0.0019762846
Dominican Republic,86,Business Services,Other - Business Services,19,0.0375494071
Dominican Republic,87,Customer Service,Order Processing,3,0.0059288538
Dominican Republic,88,Sales & Marketing,SEO - Search Engine Optimization,3,0.0059288538
Dominican Republic,90,Business Services,Bookkeeping,1,0.0019762846
Ecuador,8,Web Development,Web Design,20,0.0476190476
Ecuador,9,Web Development,Web Programming,74,0.1761904762
Ecuador,11,Web Development,Ecommerce,12,0.0285714286
Ecuador,13,Web Development,UI Design,1,0.0023809524
Ecuador,15,Web Development,Website QA,1,0.0023809524
Ecuador,16,Web Development,Website Project Management,2,0.0047619048
Ecuador,17,Web Development,Other - Web Development,9,0.0214285714
Ecuador,18,Software Development,Desktop Applications,2,0.0047619048
Ecuador,20,Software Development,Game Development,1,0.0023809524
Ecuador,23,Software Development,Mobile Apps,1,0.0023809524
Ecuador,26,Software Development,Software QA,1,0.0023809524
Ecuador,28,Software Development,Other - Software Development,2,0.0047619048
Ecuador,29,Networking & Information Systems,Network Administration,1,0.0023809524
Ecuador,34,Writing & Translation,Technical Writing,9,0.0214285714
Ecuador,35,Writing & Translation,Website Content,34,0.080952381
Ecuador,37,Writing & Translation,Blog & Article Writing,127,0.3023809524
Ecuador,38,Writing & Translation,Copywriting,7,0.0166666667
Ecuador,39,Writing & Translation,Other - Writing & Translation,8,0.019047619
Ecuador,40,Administrative Support,Data Entry,1,0.0023809524
Ecuador,41,Administrative Support,Personal Assistant,8,0.019047619
Ecuador,42,Administrative Support,Web Research,6,0.0142857143
Ecuador,46,Administrative Support,Other - Administrative Support,8,0.019047619
Ecuador,47,Design & Multimedia,Graphic Design,2,0.0047619048
Ecuador,48,Design & Multimedia,Logo Design,2,0.0047619048
Ecuador,49,Design & Multimedia,Illustration,1,0.0023809524
Ecuador,50,Design & Multimedia,Print Design,2,0.0047619048
Ecuador,51,Design & Multimedia,3D Modeling & CAD,16,0.0380952381
Ecuador,55,Design & Multimedia,Voice Talent,1,0.0023809524
Ecuador,56,Design & Multimedia,Animation,1,0.0023809524
Ecuador,57,Design & Multimedia,Other - Design & Multimedia,2,0.0047619048
Ecuador,58,Writing & Translation,Translation,12,0.0285714286
Ecuador,61,Design & Multimedia,Engineering & Technical Design,2,0.0047619048
Ecuador,62,Writing & Translation,Creative Writing,3,0.0071428571
Ecuador,63,Administrative Support,Transcription,5,0.0119047619
Ecuador,64,Customer Service,Customer Service & Support,2,0.0047619048
Ecuador,67,Customer Service,Other - Customer Service,4,0.0095238095
Ecuador,69,Sales & Marketing,Email Marketing,1,0.0023809524
Ecuador,71,Sales & Marketing,SMM - Social Media Marketing,5,0.0119047619
Ecuador,73,Sales & Marketing,Telemarketing & Telesales,2,0.0047619048
Ecuador,74,Sales & Marketing,Market Research & Surveys,1,0.0023809524
Ecuador,75,Sales & Marketing,Sales & Lead Generation,2,0.0047619048
Ecuador,76,Sales & Marketing,Other - Sales & Marketing,4,0.0095238095
Ecuador,82,Business Services,Project Management,1,0.0023809524
Ecuador,85,Business Services,Statistical Analysis,1,0.0023809524
Ecuador,86,Business Services,Other - Business Services,3,0.0071428571
Ecuador,88,Sales & Marketing,SEO - Search Engine Optimization,9,0.0214285714
Egypt,8,Web Development,Web Design,1129,0.0863149847
Egypt,9,Web Development,Web Programming,1520,0.1162079511
Egypt,11,Web Development,Ecommerce,106,0.0081039755
Egypt,12,Web Development,Streaming Media,3,0.0002293578
Egypt,13,Web Development,UI Design,59,0.0045107034
Egypt,15,Web Development,Website QA,36,0.0027522936
Egypt,16,Web Development,Website Project Management,32,0.0024464832
Egypt,17,Web Development,Other - Web Development,287,0.021941896
Egypt,18,Software Development,Desktop Applications,525,0.0401376147
Egypt,19,Software Development,Client-Server Applications,6,0.0004587156
Egypt,20,Software Development,Game Development,42,0.0032110092
Egypt,21,Software Development,Scripts & Utilities,139,0.0106269113
Egypt,22,Software Development,Software Plug-ins,33,0.0025229358
Egypt,23,Software Development,Mobile Apps,407,0.031116208
Egypt,24,Software Development,Application Interface Design,26,0.0019877676
Egypt,25,Software Development,Software Project Management,139,0.0106269113
Egypt,26,Software Development,Software QA,33,0.0025229358
Egypt,27,Software Development,VOIP,15,0.001146789
Egypt,28,Software Development,Other - Software Development,474,0.0362385321
Egypt,29,Networking & Information Systems,Network Administration,95,0.0072629969
Egypt,31,Networking & Information Systems,DBA - Database Administration,38,0.0029051988
Egypt,32,Networking & Information Systems,Server Administration,160,0.0122324159
Egypt,33,Networking & Information Systems,Other - Networking & Information Systems,64,0.0048929664
Egypt,34,Writing & Translation,Technical Writing,166,0.0126911315
Egypt,35,Writing & Translation,Website Content,312,0.023853211
Egypt,37,Writing & Translation,Blog & Article Writing,544,0.0415902141
Egypt,38,Writing & Translation,Copywriting,68,0.0051987768
Egypt,39,Writing & Translation,Other - Writing & Translation,339,0.0259174312
Egypt,40,Administrative Support,Data Entry,827,0.0632262997
Egypt,41,Administrative Support,Personal Assistant,147,0.0112385321
Egypt,42,Administrative Support,Web Research,366,0.0279816514
Egypt,43,Administrative Support,Email Response Handling,13,0.0009938838
Egypt,46,Administrative Support,Other - Administrative Support,183,0.0139908257
Egypt,47,Design & Multimedia,Graphic Design,982,0.0750764526
Egypt,48,Design & Multimedia,Logo Design,729,0.055733945
Egypt,49,Design & Multimedia,Illustration,49,0.0037461774
Egypt,50,Design & Multimedia,Print Design,144,0.0110091743
Egypt,51,Design & Multimedia,3D Modeling & CAD,166,0.0126911315
Egypt,53,Design & Multimedia,Audio Production,25,0.001911315
Egypt,54,Design & Multimedia,Video Production,251,0.0191896024
Egypt,55,Design & Multimedia,Voice Talent,33,0.0025229358
Egypt,56,Design & Multimedia,Animation,90,0.0068807339
Egypt,57,Design & Multimedia,Other - Design & Multimedia,181,0.0138379205
Egypt,58,Writing & Translation,Translation,639,0.048853211
Egypt,59,Networking & Information Systems,ERP / CRM Implementation,13,0.0009938838
Egypt,60,Design & Multimedia,Presentations,43,0.0032874618
Egypt,61,Design & Multimedia,Engineering & Technical Design,47,0.0035932722
Egypt,62,Writing & Translation,Creative Writing,130,0.0099388379
Egypt,63,Administrative Support,Transcription,133,0.0101681957
Egypt,64,Customer Service,Customer Service & Support,70,0.005351682
Egypt,65,Customer Service,Technical Support,48,0.0036697248
Egypt,66,Customer Service,Phone Support,10,0.000764526
Egypt,67,Customer Service,Other - Customer Service,29,0.0022171254
Egypt,68,Sales & Marketing,Advertising,51,0.0038990826
Egypt,69,Sales & Marketing,Email Marketing,32,0.0024464832
Egypt,70,Sales & Marketing,SEM - Search Engine Marketing,101,0.0077217125
Egypt,71,Sales & Marketing,SMM - Social Media Marketing,64,0.0048929664
Egypt,72,Sales & Marketing,PR - Public Relations,10,0.000764526
Egypt,73,Sales & Marketing,Telemarketing & Telesales,24,0.0018348624
Egypt,74,Sales & Marketing,Market Research & Surveys,62,0.0047400612
Egypt,75,Sales & Marketing,Sales & Lead Generation,46,0.0035168196
Egypt,76,Sales & Marketing,Other - Sales & Marketing,87,0.0066513761
Egypt,77,Business Services,Accounting,2,0.0001529052
Egypt,78,Business Services,HR / Payroll,4,0.0003058104
Egypt,79,Business Services,Financial Services & Planning,5,0.000382263
Egypt,81,Business Services,Legal,3,0.0002293578
Egypt,82,Business Services,Project Management,35,0.002675841
Egypt,83,Business Services,Business Consulting,10,0.000764526
Egypt,84,Business Services,Recruiting,19,0.0014525994
Egypt,85,Business Services,Statistical Analysis,33,0.0025229358
Egypt,86,Business Services,Other - Business Services,80,0.006116208
Egypt,87,Customer Service,Order Processing,13,0.0009938838
Egypt,88,Sales & Marketing,SEO - Search Engine Optimization,210,0.0160550459
Egypt,89,Sales & Marketing,Business Plans & Marketing Strategy,22,0.0016819572
Egypt,90,Business Services,Bookkeeping,1,7.64525993883792E-005
El Salvador,8,Web Development,Web Design,33,0.0546357616
El Salvador,9,Web Development,Web Programming,60,0.0993377483
El Salvador,11,Web Development,Ecommerce,3,0.0049668874
El Salvador,13,Web Development,UI Design,1,0.0016556291
El Salvador,15,Web Development,Website QA,1,0.0016556291
El Salvador,16,Web Development,Website Project Management,2,0.0033112583
El Salvador,17,Web Development,Other - Web Development,19,0.0314569536
El Salvador,18,Software Development,Desktop Applications,16,0.0264900662
El Salvador,21,Software Development,Scripts & Utilities,13,0.0215231788
El Salvador,22,Software Development,Software Plug-ins,1,0.0016556291
El Salvador,23,Software Development,Mobile Apps,1,0.0016556291
El Salvador,24,Software Development,Application Interface Design,2,0.0033112583
El Salvador,25,Software Development,Software Project Management,5,0.0082781457
El Salvador,28,Software Development,Other - Software Development,22,0.0364238411
El Salvador,29,Networking & Information Systems,Network Administration,4,0.0066225166
El Salvador,31,Networking & Information Systems,DBA - Database Administration,4,0.0066225166
El Salvador,32,Networking & Information Systems,Server Administration,7,0.011589404
El Salvador,33,Networking & Information Systems,Other - Networking & Information Systems,2,0.0033112583
El Salvador,34,Writing & Translation,Technical Writing,8,0.0132450331
El Salvador,35,Writing & Translation,Website Content,29,0.048013245
El Salvador,37,Writing & Translation,Blog & Article Writing,37,0.0612582781
El Salvador,38,Writing & Translation,Copywriting,2,0.0033112583
El Salvador,39,Writing & Translation,Other - Writing & Translation,16,0.0264900662
El Salvador,40,Administrative Support,Data Entry,8,0.0132450331
El Salvador,41,Administrative Support,Personal Assistant,24,0.0397350993
El Salvador,42,Administrative Support,Web Research,15,0.0248344371
El Salvador,46,Administrative Support,Other - Administrative Support,11,0.0182119205
El Salvador,47,Design & Multimedia,Graphic Design,31,0.0513245033
El Salvador,48,Design & Multimedia,Logo Design,33,0.0546357616
El Salvador,49,Design & Multimedia,Illustration,7,0.011589404
El Salvador,50,Design & Multimedia,Print Design,8,0.0132450331
El Salvador,54,Design & Multimedia,Video Production,1,0.0016556291
El Salvador,55,Design & Multimedia,Voice Talent,1,0.0016556291
El Salvador,56,Design & Multimedia,Animation,3,0.0049668874
El Salvador,57,Design & Multimedia,Other - Design & Multimedia,8,0.0132450331
El Salvador,58,Writing & Translation,Translation,49,0.0811258278
El Salvador,59,Networking & Information Systems,ERP / CRM Implementation,4,0.0066225166
El Salvador,60,Design & Multimedia,Presentations,2,0.0033112583
El Salvador,62,Writing & Translation,Creative Writing,10,0.0165562914
El Salvador,63,Administrative Support,Transcription,5,0.0082781457
El Salvador,64,Customer Service,Customer Service & Support,19,0.0314569536
El Salvador,65,Customer Service,Technical Support,9,0.0149006623
El Salvador,66,Customer Service,Phone Support,3,0.0049668874
El Salvador,67,Customer Service,Other - Customer Service,9,0.0149006623
El Salvador,69,Sales & Marketing,Email Marketing,6,0.0099337748
